0,15000,0,15000,15000,30000,15000,30000,30000,45000,30000,45000,45000,60000,45000,60000,60000,75000,60000,75000,75000,90000,75000,90000,0,15000,0,15000,15000,30000,15000,30000,30000,45000,30000,45000,45000,60000,45000,60000,60000,75000,60000,75000,75000,90000,75000,90000,0,15000,0,15000,15000,30000,15000,30000,30000,45000,30000,45000,45000,60000,45000,60000,60000,75000,60000,75000,75000,90000,75000,90000,0,15000,0,15000,15000,30000,15000,30000,30000,45000,30000,45000,45000,60000,45000,60000,60000,75000,60000,75000,75000,90000,75000,90000,0,15000,0,15000,15000,30000,15000,30000,30000,45000,30000,45000,45000,60000,45000,60000,60000,75000,60000,75000,75000,90000,75000,90000,0,15000,0,15000,15000,30000,15000,30000,30000,45000,30000,45000,45000,60000,45000,60000
0,0,15000,15000,0,0,15000,15000,0,0,15000,15000,0,0,15000,15000,0,0,15000,15000,0,0,15000,15000,15000,15000,30000,30000,15000,15000,30000,30000,15000,15000,30000,30000,15000,15000,30000,30000,15000,15000,30000,30000,15000,15000,30000,30000,30000,30000,45000,45000,30000,30000,45000,45000,30000,30000,45000,45000,30000,30000,45000,45000,30000,30000,45000,45000,30000,30000,45000,45000,45000,45000,60000,60000,45000,45000,60000,60000,45000,45000,60000,60000,45000,45000,60000,60000,45000,45000,60000,60000,45000,45000,60000,60000,60000,60000,75000,75000,60000,60000,75000,75000,60000,60000,75000,75000,60000,60000,75000,75000,60000,60000,75000,75000,60000,60000,75000,75000,75000,75000,90000,90000,75000,75000,90000,90000,75000,75000,90000,90000,75000,75000,90000,90000
